trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
339,401,3,Hawaiian Beaches,05:51 Nanawale Northbound TO Hawaiian Beaches,1,,83,1,1
320,401,3,Nanawale,06:30 Pahoa Southbound TO Nanawale,0,,82,1,1
340,401,3,Hawaiian Beaches,06:51 Nanawale Northbound TO Hawaiian Beaches,1,,83,1,1
321,401,3,Nanawale,07:30 Pahoa Southbound TO Nanawale,0,,82,1,1
341,401,3,Hawaiian Beaches,07:51 Nanawale Northbound TO Hawaiian Beaches,1,,83,1,1
335,401,3,Kalapana Seaview,08:30 Nanawale Southbound TO Kalapana Seaview,0,,101,1,1
351,401,3,Hawaiian Beaches,08:56 Seaview Kalapana Northbound TO Hawaiian Beaches,1,,85,1,1
323,401,3,Nanawale,09:30 Pahoa Southbound TO Nanawale,0,,82,1,1
342,401,3,Hawaiian Beaches,09:51 Nanawale Northbound TO Hawaiian Beaches,1,,83,1,1
324,401,3,Nanawale,10:30 Pahoa Southbound TO Nanawale,0,,82,1,1
343,401,3,Hawaiian Beaches,10:51 Nanawale Northbound TO Hawaiian Beaches,1,,83,1,1
325,401,3,Nanawale,11:30 Pahoa Southbound TO Nanawale,0,,82,1,1
344,401,3,Hawaiian Beaches,11:51 Nanawale Northbound TO Hawaiian Beaches,1,,83,1,1
336,401,3,Kalapana Seaview,12:30 Nanawale Southbound TO Kalapana Seaview,0,,101,1,1
352,401,3,Hawaiian Beaches,12:56 Seaview Kalapana Northbound TO Hawaiian Beaches,1,,85,1,1
327,401,3,Nanawale,13:30 Pahoa Southbound TO Nanawale,0,,82,1,1
345,401,3,Hawaiian Beaches,13:51 Nanawale Northbound TO Hawaiian Beaches,1,,83,1,1
328,401,3,Nanawale,14:30 Pahoa Southbound TO Nanawale,0,,82,1,1
346,401,3,Hawaiian Beaches,14:51 Nanawale Northbound TO Hawaiian Beaches,1,,83,1,1
329,401,3,Nanawale,15:30 Pahoa Southbound TO Nanawale,0,,82,1,1
347,401,3,Hawaiian Beaches,15:51 Nanawale Northbound TO Hawaiian Beaches,1,,83,1,1
337,401,3,Kalapana Seaview,16:30 Nanawale Southbound TO Kalapana Seaview,0,,101,1,1
353,401,3,Hawaiian Beaches,16:56 Seaview Kalapana Northbound TO Hawaiian Beaches,1,,85,1,1
331,401,3,Nanawale,17:30 Pahoa Southbound TO Nanawale,0,,82,1,1
348,401,3,Hawaiian Beaches,17:51 Nanawale Northbound TO Hawaiian Beaches,1,,83,1,1
332,401,3,Nanawale,18:30 Pahoa Southbound TO Nanawale,0,,82,1,1
349,401,3,Hawaiian Beaches,18:51 Nanawale Northbound TO Hawaiian Beaches,1,,83,1,1
333,401,3,Nanawale,19:30 Pahoa Southbound TO Nanawale,0,,82,1,1
350,401,3,Hawaiian Beaches,19:51 Nanawale Northbound TO Hawaiian Beaches,1,,83,1,1
338,401,3,Kalapana Seaview,20:30 Nanawale Southbound TO Kalapana Seaview,0,,101,1,1
354,401,3,Hawaiian Beaches,20:56 Seaview Kalapana Northbound TO Hawaiian Beaches,1,,85,1,1
467,401,19,Nanawale,06:30 Pahoa Southbound TO Nanawale,0,,82,1,1
474,401,19,Hawaiian Beaches,06:51 Nanawale Northbound TO Hawaiian Beaches,1,,83,1,1
468,401,19,Nanawale,07:30 Pahoa Southbound TO Nanawale,0,,82,1,1
475,401,19,Hawaiian Beaches,07:51 Nanawale Northbound TO Hawaiian Beaches,1,,83,1,1
472,401,19,Kalapana Seaview,08:30 Nanawale Southbound TO Kalapana Seaview,0,,101,1,1
479,401,19,Hawaiian Beaches,08:56 Seaview Kalapana Northbound TO Hawaiian Beaches,1,,85,1,1
469,401,19,Nanawale,09:30 Pahoa Southbound TO Nanawale,0,,82,1,1
476,401,19,Hawaiian Beaches,09:51 Nanawale Northbound TO Hawaiian Beaches,1,,83,1,1
470,401,19,Nanawale,10:30 Pahoa Southbound TO Nanawale,0,,82,1,1
477,401,19,Hawaiian Beaches,10:51 Nanawale Northbound TO Hawaiian Beaches,1,,83,1,1
471,401,19,Nanawale,11:30 Pahoa Southbound TO Nanawale,0,,82,1,1
478,401,19,Hawaiian Beaches,11:51 Nanawale Northbound TO Hawaiian Beaches,1,,83,1,1
473,401,19,Kalapana Seaview,12:30 Nanawale Southbound TO Kalapana Seaview,0,,101,1,1
480,401,19,Hawaiian Beaches,12:56 Seaview Kalapana Northbound TO Hawaiian Beaches,1,,85,1,1
481,401,19,Nanawale,13:30 Pahoa Southbound TO Nanawale,0,,82,1,1
488,401,19,Hawaiian Beaches,13:51 Nanawale Northbound TO Hawaiian Beaches,1,,83,1,1
482,401,19,Nanawale,14:30 Pahoa Southbound TO Nanawale,0,,82,1,1
489,401,19,Hawaiian Beaches,14:51 Nanawale Northbound TO Hawaiian Beaches,1,,83,1,1
483,401,19,Nanawale,15:30 Pahoa Southbound TO Nanawale,0,,82,1,1
490,401,19,Hawaiian Beaches,15:51 Nanawale Northbound TO Hawaiian Beaches,1,,83,1,1
487,401,19,Kalapana Seaview,16:30 Nanawale Southbound TO Kalapana Seaview,0,,101,1,1
494,401,19,Hawaiian Beaches,16:56 Seaview Kalapana Northbound TO Hawaiian Beaches,1,,85,1,1
484,401,19,Nanawale,17:30 Pahoa Southbound TO Nanawale,0,,82,1,1
491,401,19,Hawaiian Beaches,17:51 Nanawale Northbound TO Hawaiian Beaches,1,,83,1,1
485,401,19,Nanawale,18:30 Pahoa Southbound TO Nanawale,0,,82,1,1
492,401,19,Hawaiian Beaches,18:51 Nanawale Northbound TO Hawaiian Beaches,1,,83,1,1
486,401,19,Nanawale,19:30 Pahoa Southbound TO Nanawale,0,,82,1,1
493,401,19,Hawaiian Beaches,19:51 Nanawale Northbound TO Hawaiian Beaches,1,,83,1,1
375,402,3,Pahoa,04:35 Kea'Au Southbound TO Hawaiian Acres TO Ainaloa TO Pahoa,0,,90,1,1
355,402,1,Kea'Au,05:30 Pahoa Northbound TO Hawaiian Acres TO Keaau,1,,87,1,1
376,402,1,Pahoa,06:35 Kea'Au Southbound TO Hawaiian Acres TO Ainaloa TO Pahoa,0,,90,1,1
356,402,1,Kea'Au,07:30 Pahoa Northbound TO Hawaiian Acres TO Keaau,1,,87,1,1
377,402,1,Pahoa,08:35 Kea'Au Southbound TO Hawaiian Acres TO Ainaloa TO Pahoa,0,,90,1,1
378,402,1,Pahoa,10:35 Kea'Au Southbound TO Hawaiian Acres TO Ainaloa TO Pahoa,0,,90,1,1
361,402,1,Pahoa,12:35 Kea'Au Southbound TO Hawaiian Acres TO Ainaloa TO Pahoa,0,,90,1,1
363,402,1,Kea'Au,13:30 Pahoa Northbound TO Hawaiian Acres TO Keaau,1,,87,1,1
362,402,1,Pahoa,14:35 Kea'Au Southbound TO Hawaiian Acres TO Ainaloa TO Pahoa,0,,90,1,1
360,402,1,Kea'Au,15:30 Pahoa Northbound TO Hawaiian Acres TO Keaau,1,,87,1,1
379,402,1,Pahoa,16:35 Kea'Au Southbound TO Hawaiian Acres TO Ainaloa TO Pahoa,0,,90,1,1
364,402,1,Kea'Au,17:30 Pahoa Northbound TO Hawaiian Acres TO Keaau,1,,87,1,1
380,402,1,Pahoa,18:35 Kea'Au Southbound TO Hawaiian Acres TO Ainaloa TO Pahoa,0,,90,1,1
359,402,1,Kea'Au,19:30 Pahoa Northbound TO Hawaiian Acres TO Keaau,1,,87,1,1
383,403,1,FERN Forest,09:00 Kea'Au Southbound TO Fern Forest,0,,91,1,1
384,403,1,FERN Forest,11:00 Kea'Au Southbound TO Fern Forest,0,,91,1,1
385,403,1,FERN Forest,13:00 Kea'Au Southbound TO Fern Forest,0,,91,1,1
386,403,1,FERN Forest,15:00 Kea'Au Southbound TO Fern Forest,0,,91,1,1
387,403,1,FERN Forest,17:00 Kea'Au Southbound TO Fern Forest,0,,NEW-403-SHAPE,1,1
388,403,1,Kea'Au,09:45 Fern Forest Northbound TO Kea'Au,1,,92,1,1
389,403,1,Kea'Au,11:45 Fern Forest Northbound TO Kea'Au,1,,92,1,1
390,403,1,Kea'Au,13:45 Fern Forest Northbound TO Kea'Au,1,,92,1,1
391,403,1,Kea'Au,15:45 Fern Forest Northbound TO Kea'Au,1,,92,1,1
392,403,1,Kea'Au,17:45 Fern Forest Northbound TO Kea'Au,1,,92,1,1
623,502,23,Waikoloa,15:21 Waikoloa Tripper,1,,502,1,1
623_fall,502,school_fall_2024,Waikoloa,15:21 Waikoloa Tripper,1,,502,1,1
625,504,23,KONA,14:30 Kona,0,,504nb,1,1
627,504,23,Kealakekua,07:30 Kealakekua,1,,504sb,1,1
625_fall,504,school_fall_2024,KONA,14:30 Kona,0,,504nb,1,1
627_fall,504,school_fall_2024,Kealakekua,07:30 Kealakekua,1,,504sb,1,1
